Array Design Name	Exiqon miRCURY LNA microRNA Array v.10.0 - hsa, mmu & rno, miRBase 12.0 annotation
Provider	Eleanor Williams (ewilliam@ebi.ac.uk);Exiqon A/S
Comment[ArrayExpressAccession]	A-MEXP-1469
Comment[Description]	Exiqon miRCURY LNA microRNA Array<br> Product number 208100_A  <br> miRBase 12.00 annotation<br> Contains human, mouse and rat sequences <br> 
Comment[SubmittedName]	Exiqon miRCURY LNA microRNA Array v.10.0 - hsa, mmu & rno, miRBase 12.0 annotation
Comment[Organism]	Homo sapiens
Printing Protocol	Arrays manufactured by Exiqon (http://www.exiqon.com) using LNA (a high affinity RNA analogue) technology.
Technology Type	unknown_technology_type
Surface Type	unknown_surface_type
Surface Type Term Accession Number	#unknown_surface_type
Surface Type Term Source REF	The MGED Ontology
Substrate Type	unknown_substrate_type
Term Source Name	The MGED Ontology	mirbase
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://microrna.sanger.ac.uk/
Term Source Version	
Comment[AdditionalFile:txt]	A-MEXP-1469_comments.txt

[main]
Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[mirbase]	Reporter Group[role]	Control Type
1	5	5	11	11273	rno-miR-352	Experimental	
1	7	5	11	11273	rno-miR-352	Experimental	
4	2	12	10	14307	rno-miR-382*	Experimental	
4	4	12	10	14307	rno-miR-382*	Experimental	
4	6	12	10	14307	rno-miR-382*	Experimental	
4	8	12	10	14307	rno-miR-382*	Experimental	
4	1	9	11	11274	rno-miR-421	Experimental	
4	3	9	11	11274	rno-miR-421	Experimental	
4	5	9	11	11274	rno-miR-421	Experimental	
4	7	9	11	11274	rno-miR-421	Experimental	
3	1	9	11	11275	rno-miR-450a	Experimental	
3	3	9	11	11275	rno-miR-450a	Experimental	
3	5	9	11	11275	rno-miR-450a	Experimental	
3	7	9	11	11275	rno-miR-450a	Experimental	
1	1	6	11	42881	rno-miR-463	Experimental	
1	3	6	11	42881	rno-miR-463	Experimental	
1	5	6	11	42881	rno-miR-463	Experimental	
1	7	6	11	42881	rno-miR-463	Experimental	
1	1	10	11	42933	rno-miR-466b	Experimental	
1	3	10	11	42933	rno-miR-466b	Experimental	
1	5	10	11	42933	rno-miR-466b	Experimental	
1	7	10	11	42933	rno-miR-466b	Experimental	
4	2	9	11	42586	rno-miR-466c	Experimental	
4	4	9	11	42586	rno-miR-466c	Experimental	
4	6	9	11	42586	rno-miR-466c	Experimental	
4	8	9	11	42586	rno-miR-466c	Experimental	
3	2	12	10	14312	rno-miR-489	Experimental	
3	4	12	10	14312	rno-miR-489	Experimental	
3	6	12	10	14312	rno-miR-489	Experimental	
3	8	12	10	14312	rno-miR-489	Experimental	
3	1	13	10	42665	rno-miR-543	Experimental	
3	3	13	10	42665	rno-miR-543	Experimental	
3	5	13	10	42665	rno-miR-543	Experimental	
3	7	13	10	42665	rno-miR-543	Experimental	
2	1	10	11	42907	rno-miR-598-5p	Experimental	
2	3	10	11	42907	rno-miR-598-5p	Experimental	
2	5	10	11	42907	rno-miR-598-5p	Experimental	
2	7	10	11	42907	rno-miR-598-5p	Experimental	
2	2	12	10	14316	rno-miR-664	Experimental	
2	4	12	10	14316	rno-miR-664	Experimental	
2	6	12	10	14316	rno-miR-664	Experimental	
2	8	12	10	14316	rno-miR-664	Experimental	
3	1	10	11	42903	rno-miR-673	Experimental	
3	3	10	11	42903	rno-miR-673	Experimental	
3	5	10	11	42903	rno-miR-673	Experimental	
3	7	10	11	42903	rno-miR-673	Experimental	
2	2	13	10	42963	rno-miR-742	Experimental	
2	4	13	10	42963	rno-miR-742	Experimental	
2	6	13	10	42963	rno-miR-742	Experimental	
2	8	13	10	42963	rno-miR-742	Experimental	
4	1	13	10	42647	rno-miR-743a	Experimental	
4	3	13	10	42647	rno-miR-743a	Experimental	
4	5	13	10	42647	rno-miR-743a	Experimental	
4	7	13	10	42647	rno-miR-743a	Experimental	
2	1	6	11	42864	rno-miR-743b	Experimental	
2	3	6	11	42864	rno-miR-743b	Experimental	
2	5	6	11	42864	rno-miR-743b	Experimental	
2	7	6	11	42864	rno-miR-743b	Experimental	
1	1	2	11	42741	rno-miR-760-5p	Experimental	
1	3	2	11	42741	rno-miR-760-5p	Experimental	
1	5	2	11	42741	rno-miR-760-5p	Experimental	
1	7	2	11	42741	rno-miR-760-5p	Experimental	
3	1	2	11	42685	rno-miR-871	Experimental	
3	3	2	11	42685	rno-miR-871	Experimental	
3	5	2	11	42685	rno-miR-871	Experimental	
3	7	2	11	42685	rno-miR-871	Experimental	
1	2	9	11	42645	rno-miR-878	Experimental	
1	4	9	11	42645	rno-miR-878	Experimental	
1	6	9	11	42645	rno-miR-878	Experimental	
1	8	9	11	42645	rno-miR-878	Experimental	
1	2	5	11	42568	rno-miR-880	Experimental	
1	4	5	11	42568	rno-miR-880	Experimental	
1	6	5	11	42568	rno-miR-880	Experimental	
1	8	5	11	42568	rno-miR-880	Experimental	
3	1	6	11	42862	rno-miR-881	Experimental	
3	3	6	11	42862	rno-miR-881	Experimental	
3	5	6	11	42862	rno-miR-881	Experimental	
3	7	6	11	42862	rno-miR-881	Experimental	
2	2	5	11	42511	rno-miR-99a*	Experimental	
2	4	5	11	42511	rno-miR-99a*	Experimental	
2	6	5	11	42511	rno-miR-99a*	Experimental	
2	8	5	11	42511	rno-miR-99a*	Experimental	
2	2	10	1	17614	sv40-miR-S1-3p	Experimental	
2	4	10	1	17614	sv40-miR-S1-3p	Experimental	
2	6	10	1	17614	sv40-miR-S1-3p	Experimental	
2	8	10	1	17614	sv40-miR-S1-3p	Experimental	
4	1	4	3	17492	sv40-miR-S1-5p	Experimental	
4	3	4	3	17492	sv40-miR-S1-5p	Experimental	
4	5	4	3	17492	sv40-miR-S1-5p	Experimental	
4	7	4	3	17492	sv40-miR-S1-5p	Experimental	
3	2	4	2	11278	U6-snRNA-1	Experimental	
3	4	4	2	11278	U6-snRNA-1	Experimental	
3	6	4	2	11278	U6-snRNA-1	Experimental	
3	8	4	2	11278	U6-snRNA-1	Experimental	
3	1	4	2	11279	U6-snRNA-2	Experimental	
3	3	4	2	11279	U6-snRNA-2	Experimental	
3	5	4	2	11279	U6-snRNA-2	Experimental	
3	7	4	2	11279	U6-snRNA-2	Experimental	
1	1	8	11	0		Control	control_empty
1	1	13	11	0		Control	control_empty
1	1	14	11	0		Control	control_empty
2	1	8	11	0		Control	control_empty
2	1	13	11	0		Control	control_empty
2	1	14	11	0		Control	control_empty
3	1	13	11	0		Control	control_empty
3	1	14	11	0		Control	control_empty
4	1	13	11	0		Control	control_empty
4	1	14	11	0		Control	control_empty
1	2	8	11	0		Control	control_empty
1	2	13	11	0		Control	control_empty
1	2	14	11	0		Control	control_empty
2	2	16	9	0		Control	control_empty
2	2	8	11	0		Control	control_empty
2	2	13	11	0		Control	control_empty
2	2	14	11	0		Control	control_empty
3	2	13	11	0		Control	control_empty
3	2	14	11	0		Control	control_empty
4	2	13	11	0		Control	control_empty
4	2	14	11	0		Control	control_empty
1	3	8	11	0		Control	control_empty
1	3	13	11	0		Control	control_empty
1	3	14	11	0		Control	control_empty
2	3	8	11	0		Control	control_empty
2	3	13	11	0		Control	control_empty
2	3	14	11	0		Control	control_empty
3	3	13	11	0		Control	control_empty
3	3	14	11	0		Control	control_empty
4	3	13	11	0		Control	control_empty
4	3	14	11	0		Control	control_empty
1	4	8	11	0		Control	control_empty
1	4	13	11	0		Control	control_empty
1	4	14	11	0		Control	control_empty
2	4	16	9	0		Control	control_empty
2	4	8	11	0		Control	control_empty
2	4	13	11	0		Control	control_empty
2	4	14	11	0		Control	control_empty
3	4	13	11	0		Control	control_empty
3	4	14	11	0		Control	control_empty
4	4	13	11	0		Control	control_empty
4	4	14	11	0		Control	control_empty
1	5	8	11	0		Control	control_empty
1	5	13	11	0		Control	control_empty
1	5	14	11	0		Control	control_empty
2	5	8	11	0		Control	control_empty
2	5	13	11	0		Control	control_empty
2	5	14	11	0		Control	control_empty
3	5	13	11	0		Control	control_empty
3	5	14	11	0		Control	control_empty
4	5	13	11	0		Control	control_empty
4	5	14	11	0		Control	control_empty
1	6	8	11	0		Control	control_empty
1	6	13	11	0		Control	control_empty
1	6	14	11	0		Control	control_empty
2	6	16	9	0		Control	control_empty
2	6	8	11	0		Control	control_empty
2	6	13	11	0		Control	control_empty
2	6	14	11	0		Control	control_empty
3	6	13	11	0		Control	control_empty
3	6	14	11	0		Control	control_empty
4	6	13	11	0		Control	control_empty
4	6	14	11	0		Control	control_empty
1	7	8	11	0		Control	control_empty
1	7	13	11	0		Control	control_empty
1	7	14	11	0		Control	control_empty
2	7	8	11	0		Control	control_empty
2	7	13	11	0		Control	control_empty
2	7	14	11	0		Control	control_empty
3	7	13	11	0		Control	control_empty
3	7	14	11	0		Control	control_empty
4	7	13	11	0		Control	control_empty
4	7	14	11	0		Control	control_empty
1	8	8	11	0		Control	control_empty
1	8	13	11	0		Control	control_empty
1	8	14	11	0		Control	control_empty
2	8	16	9	0		Control	control_empty
2	8	8	11	0		Control	control_empty
2	8	13	11	0		Control	control_empty
2	8	14	11	0		Control	control_empty
3	8	13	11	0		Control	control_empty
3	8	14	11	0		Control	control_empty
4	8	13	11	0		Control	control_empty
4	8	14	11	0		Control	control_empty
4	1	4	1	14258		Control	control_biosequence
4	3	4	1	14258		Control	control_biosequence
4	5	4	1	14258		Control	control_biosequence
4	7	4	1	14258		Control	control_biosequence
3	1	4	1	14259		Control	control_biosequence
3	3	4	1	14259		Control	control_biosequence
3	5	4	1	14259		Control	control_biosequence
3	7	4	1	14259		Control	control_biosequence
2	1	4	1	14260		Control	control_biosequence
2	3	4	1	14260		Control	control_biosequence
2	5	4	1	14260		Control	control_biosequence
2	7	4	1	14260		Control	control_biosequence
1	1	4	1	14266		Control	control_biosequence
1	3	4	1	14266		Control	control_biosequence
1	5	4	1	14266		Control	control_biosequence
1	7	4	1	14266		Control	control_biosequence
4	2	4	1	10898		Control	control_biosequence
4	4	4	1	10898		Control	control_biosequence
4	6	4	1	10898		Control	control_biosequence
4	8	4	1	10898		Control	control_biosequence
3	2	4	1	10901		Control	control_biosequence
3	4	4	1	10901		Control	control_biosequence
3	6	4	1	10901		Control	control_biosequence
3	8	4	1	10901		Control	control_biosequence
2	2	4	1	10902		Control	control_biosequence
2	4	4	1	10902		Control	control_biosequence
2	6	4	1	10902		Control	control_biosequence
2	8	4	1	10902		Control	control_biosequence
1	2	4	1	10903		Control	control_biosequence
1	4	4	1	10903		Control	control_biosequence
1	6	4	1	10903		Control	control_biosequence
1	8	4	1	10903		Control	control_biosequence
1	1	1	1	13138		Control	control_label
1	1	16	1	13138		Control	control_label
1	1	1	11	13138		Control	control_label
1	1	15	11	13138		Control	control_label
1	1	16	11	13138		Control	control_label
2	1	1	1	13138		Control	control_label
2	1	16	1	13138		Control	control_label
2	1	1	11	13138		Control	control_label
2	1	15	11	13138		Control	control_label
2	1	16	11	13138		Control	control_label
3	1	1	1	13138		Control	control_label
3	1	16	1	13138		Control	control_label
3	1	1	11	13138		Control	control_label
3	1	15	11	13138		Control	control_label
3	1	16	11	13138		Control	control_label
4	1	1	1	13138		Control	control_label
4	1	16	1	13138		Control	control_label
4	1	1	11	13138		Control	control_label
4	1	15	11	13138		Control	control_label
4	1	16	11	13138		Control	control_label
1	2	1	1	13138		Control	control_label
1	2	16	1	13138		Control	control_label
1	2	1	11	13138		Control	control_label
1	2	15	11	13138		Control	control_label
1	2	16	11	13138		Control	control_label
2	2	1	1	13138		Control	control_label
2	2	16	1	13138		Control	control_label
2	2	1	11	13138		Control	control_label
2	2	15	11	13138		Control	control_label
2	2	16	11	13138		Control	control_label
3	2	1	1	13138		Control	control_label
3	2	16	1	13138		Control	control_label
3	2	1	11	13138		Control	control_label
3	2	15	11	13138		Control	control_label
3	2	16	11	13138		Control	control_label
4	2	1	1	13138		Control	control_label
4	2	16	1	13138		Control	control_label
4	2	1	11	13138		Control	control_label
4	2	15	11	13138		Control	control_label
4	2	16	11	13138		Control	control_label
1	3	1	1	13138		Control	control_label
1	3	16	1	13138		Control	control_label
1	3	1	11	13138		Control	control_label
1	3	15	11	13138		Control	control_label
1	3	16	11	13138		Control	control_label
2	3	1	1	13138		Control	control_label
2	3	16	1	13138		Control	control_label
2	3	1	11	13138		Control	control_label
2	3	15	11	13138		Control	control_label
2	3	16	11	13138		Control	control_label
3	3	1	1	13138		Control	control_label
3	3	16	1	13138		Control	control_label
3	3	1	11	13138		Control	control_label
3	3	15	11	13138		Control	control_label
3	3	16	11	13138		Control	control_label
4	3	1	1	13138		Control	control_label
4	3	16	1	13138		Control	control_label
4	3	1	11	13138		Control	control_label
4	3	15	11	13138		Control	control_label
4	3	16	11	13138		Control	control_label
1	4	1	1	13138		Control	control_label
1	4	16	1	13138		Control	control_label
1	4	1	11	13138		Control	control_label
1	4	15	11	13138		Control	control_label
1	4	16	11	13138		Control	control_label
2	4	1	1	13138		Control	control_label
2	4	16	1	13138		Control	control_label
2	4	1	11	13138		Control	control_label
2	4	15	11	13138		Control	control_label
2	4	16	11	13138		Control	control_label
3	4	1	1	13138		Control	control_label
3	4	16	1	13138		Control	control_label
3	4	1	11	13138		Control	control_label
3	4	15	11	13138		Control	control_label
3	4	16	11	13138		Control	control_label
4	4	1	1	13138		Control	control_label
4	4	16	1	13138		Control	control_label
4	4	1	11	13138		Control	control_label
4	4	15	11	13138		Control	control_label
4	4	16	11	13138		Control	control_label
1	5	1	1	13138		Control	control_label
1	5	16	1	13138		Control	control_label
1	5	1	11	13138		Control	control_label
1	5	15	11	13138		Control	control_label
1	5	16	11	13138		Control	control_label
2	5	1	1	13138		Control	control_label
2	5	16	1	13138		Control	control_label
2	5	1	11	13138		Control	control_label
2	5	15	11	13138		Control	control_label
2	5	16	11	13138		Control	control_label
3	5	1	1	13138		Control	control_label
3	5	16	1	13138		Control	control_label
3	5	1	11	13138		Control	control_label
3	5	15	11	13138		Control	control_label
3	5	16	11	13138		Control	control_label
4	5	1	1	13138		Control	control_label
4	5	16	1	13138		Control	control_label
4	5	1	11	13138		Control	control_label
4	5	15	11	13138		Control	control_label
4	5	16	11	13138		Control	control_label
1	6	1	1	13138		Control	control_label
1	6	16	1	13138		Control	control_label
1	6	1	11	13138		Control	control_label
1	6	15	11	13138		Control	control_label
1	6	16	11	13138		Control	control_label
2	6	1	1	13138		Control	control_label
2	6	16	1	13138		Control	control_label
2	6	1	11	13138		Control	control_label
2	6	15	11	13138		Control	control_label
2	6	16	11	13138		Control	control_label
3	6	1	1	13138		Control	control_label
3	6	16	1	13138		Control	control_label
3	6	1	11	13138		Control	control_label
3	6	15	11	13138		Control	control_label
3	6	16	11	13138		Control	control_label
4	6	1	1	13138		Control	control_label
4	6	16	1	13138		Control	control_label
4	6	1	11	13138		Control	control_label
4	6	15	11	13138		Control	control_label
4	6	16	11	13138		Control	control_label
1	7	1	1	13138		Control	control_label
1	7	16	1	13138		Control	control_label
1	7	1	11	13138		Control	control_label
1	7	15	11	13138		Control	control_label
1	7	16	11	13138		Control	control_label
2	7	1	1	13138		Control	control_label
2	7	16	1	13138		Control	control_label
2	7	1	11	13138		Control	control_label
2	7	15	11	13138		Control	control_label
2	7	16	11	13138		Control	control_label
3	7	1	1	13138		Control	control_label
3	7	16	1	13138		Control	control_label
3	7	1	11	13138		Control	control_label
3	7	15	11	13138		Control	control_label
3	7	16	11	13138		Control	control_label
4	7	1	1	13138		Control	control_label
4	7	16	1	13138		Control	control_label
4	7	1	11	13138		Control	control_label
4	7	15	11	13138		Control	control_label
4	7	16	11	13138		Control	control_label
1	8	1	1	13138		Control	control_label
1	8	16	1	13138		Control	control_label
1	8	1	11	13138		Control	control_label
1	8	15	11	13138		Control	control_label
1	8	16	11	13138		Control	control_label
2	8	1	1	13138		Control	control_label
2	8	16	1	13138		Control	control_label
2	8	1	11	13138		Control	control_label
2	8	15	11	13138		Control	control_label
2	8	16	11	13138		Control	control_label
3	8	1	1	13138		Control	control_label
3	8	16	1	13138		Control	control_label
3	8	1	11	13138		Control	control_label
3	8	15	11	13138		Control	control_label
3	8	16	11	13138		Control	control_label
4	8	1	1	13138		Control	control_label
4	8	16	1	13138		Control	control_label
4	8	1	11	13138		Control	control_label
4	8	15	11	13138		Control	control_label
4	8	16	11	13138		Control	control_label
2	2	4	4	-1		Control	control_biosequence
4	2	6	6	-1		Control	control_biosequence
4	2	16	9	-1		Control	control_biosequence
2	4	4	4	-1		Control	control_biosequence
4	4	6	6	-1		Control	control_biosequence
4	4	16	9	-1		Control	control_biosequence
2	6	4	4	-1		Control	control_biosequence
4	6	6	6	-1		Control	control_biosequence
4	6	16	9	-1		Control	control_biosequence
2	8	4	4	-1		Control	control_biosequence
4	8	6	6	-1		Control	control_biosequence
4	8	16	9	-1		Control	control_biosequence
4	1	14	10	1100		Control	control_biosequence
4	3	14	10	1100		Control	control_biosequence
4	5	14	10	1100		Control	control_biosequence
4	7	14	10	1100		Control	control_biosequence
4	1	2	1	3320		Control	control_biosequence
4	3	2	1	3320		Control	control_biosequence
4	5	2	1	3320		Control	control_biosequence
4	7	2	1	3320		Control	control_biosequence
1	1	5	2	13170		Control	control_biosequence
1	3	5	2	13170		Control	control_biosequence
1	5	5	2	13170		Control	control_biosequence
1	7	5	2	13170		Control	control_biosequence
3	1	14	10	13186		Control	control_biosequence
3	3	14	10	13186		Control	control_biosequence
3	5	14	10	13186		Control	control_biosequence
3	7	14	10	13186		Control	control_biosequence
1	1	14	10	13367		Control	control_biosequence
1	3	14	10	13367		Control	control_biosequence
1	5	14	10	13367		Control	control_biosequence
1	7	14	10	13367		Control	control_biosequence
3	1	3	11	13371		Control	control_biosequence
3	3	3	11	13371		Control	control_biosequence
3	5	3	11	13371		Control	control_biosequence
3	7	3	11	13371		Control	control_biosequence
1	1	3	11	13388		Control	control_biosequence
1	3	3	11	13388		Control	control_biosequence
1	5	3	11	13388		Control	control_biosequence
1	7	3	11	13388		Control	control_biosequence
4	1	7	11	13389		Control	control_biosequence
4	3	7	11	13389		Control	control_biosequence
4	5	7	11	13389		Control	control_biosequence
4	7	7	11	13389		Control	control_biosequence
3	1	7	11	13393		Control	control_biosequence
3	3	7	11	13393		Control	control_biosequence
3	5	7	11	13393		Control	control_biosequence
3	7	7	11	13393		Control	control_biosequence
2	1	7	11	13417		Control	control_biosequence
2	3	7	11	13417		Control	control_biosequence
2	5	7	11	13417		Control	control_biosequence
2	7	7	11	13417		Control	control_biosequence
1	1	7	11	13421		Control	control_biosequence
1	3	7	11	13421		Control	control_biosequence
1	5	7	11	13421		Control	control_biosequence
1	7	7	11	13421		Control	control_biosequence
4	1	12	11	13430		Control	control_biosequence
4	3	12	11	13430		Control	control_biosequence
4	5	12	11	13430		Control	control_biosequence
4	7	12	11	13430		Control	control_biosequence
4	1	3	9	17749		Control	control_biosequence
4	3	3	9	17749		Control	control_biosequence
4	5	3	9	17749		Control	control_biosequence
4	7	3	9	17749		Control	control_biosequence
2	1	3	9	17751		Control	control_biosequence
2	3	3	9	17751		Control	control_biosequence
2	5	3	9	17751		Control	control_biosequence
2	7	3	9	17751		Control	control_biosequence
2	2	6	3	17861		Control	control_biosequence
2	4	6	3	17861		Control	control_biosequence
2	6	6	3	17861		Control	control_biosequence
2	8	6	3	17861		Control	control_biosequence
1	1	12	11	24127		Control	control_biosequence
1	3	12	11	24127		Control	control_biosequence
1	5	12	11	24127		Control	control_biosequence
1	7	12	11	24127		Control	control_biosequence
4	2	14	10	24136		Control	control_biosequence
4	4	14	10	24136		Control	control_biosequence
4	6	14	10	24136		Control	control_biosequence
4	8	14	10	24136		Control	control_biosequence
1	2	14	10	24163		Control	control_biosequence
1	4	14	10	24163		Control	control_biosequence
1	6	14	10	24163		Control	control_biosequence
1	8	14	10	24163		Control	control_biosequence
1	2	3	11	24199		Control	control_biosequence
1	4	3	11	24199		Control	control_biosequence
1	6	3	11	24199		Control	control_biosequence
1	8	3	11	24199		Control	control_biosequence
4	2	7	11	24217		Control	control_biosequence
4	4	7	11	24217		Control	control_biosequence
4	6	7	11	24217		Control	control_biosequence
4	8	7	11	24217		Control	control_biosequence
3	2	7	11	24226		Control	control_biosequence
3	4	7	11	24226		Control	control_biosequence
3	6	7	11	24226		Control	control_biosequence
3	8	7	11	24226		Control	control_biosequence
3	2	12	11	25557		Control	control_biosequence
3	4	12	11	25557		Control	control_biosequence
3	6	12	11	25557		Control	control_biosequence
3	8	12	11	25557		Control	control_biosequence
2	2	12	11	25593		Control	control_biosequence
2	4	12	11	25593		Control	control_biosequence
2	6	12	11	25593		Control	control_biosequence
2	8	12	11	25593		Control	control_biosequence
1	2	12	11	25611		Control	control_biosequence
1	4	12	11	25611		Control	control_biosequence
1	6	12	11	25611		Control	control_biosequence
1	8	12	11	25611		Control	control_biosequence
3	1	4	11	25728		Control	control_biosequence
3	3	4	11	25728		Control	control_biosequence
3	5	4	11	25728		Control	control_biosequence
3	7	4	11	25728		Control	control_biosequence
2	1	4	11	26160		Control	control_biosequence
2	3	4	11	26160		Control	control_biosequence
2	5	4	11	26160		Control	control_biosequence
2	7	4	11	26160		Control	control_biosequence
4	2	3	11	27291		Control	control_biosequence
4	4	3	11	27291		Control	control_biosequence
4	6	3	11	27291		Control	control_biosequence
4	8	3	11	27291		Control	control_biosequence
4	1	4	11	27318		Control	control_biosequence
4	3	4	11	27318		Control	control_biosequence
4	5	4	11	27318		Control	control_biosequence
4	7	4	11	27318		Control	control_biosequence
2	2	4	11	27350		Control	control_biosequence
2	4	4	11	27350		Control	control_biosequence
2	6	4	11	27350		Control	control_biosequence
2	8	4	11	27350		Control	control_biosequence
2	2	14	10	27676		Control	control_biosequence
2	4	14	10	27676		Control	control_biosequence
2	6	14	10	27676		Control	control_biosequence
2	8	14	10	27676		Control	control_biosequence
2	1	15	10	27821		Control	control_biosequence
2	3	15	10	27821		Control	control_biosequence
2	5	15	10	27821		Control	control_biosequence
2	7	15	10	27821		Control	control_biosequence
4	1	15	10	27833		Control	control_biosequence
4	3	15	10	27833		Control	control_biosequence
4	5	15	10	27833		Control	control_biosequence
4	7	15	10	27833		Control	control_biosequence
3	2	3	11	27953		Control	control_biosequence
3	4	3	11	27953		Control	control_biosequence
3	6	3	11	27953		Control	control_biosequence
3	8	3	11	27953		Control	control_biosequence
1	2	7	11	27968		Control	control_biosequence
1	4	7	11	27968		Control	control_biosequence
1	6	7	11	27968		Control	control_biosequence
1	8	7	11	27968		Control	control_biosequence
4	2	8	11	28038		Control	control_biosequence
4	4	8	11	28038		Control	control_biosequence
4	6	8	11	28038		Control	control_biosequence
4	8	8	11	28038		Control	control_biosequence
2	2	7	11	28098		Control	control_biosequence
2	4	7	11	28098		Control	control_biosequence
2	6	7	11	28098		Control	control_biosequence
2	8	7	11	28098		Control	control_biosequence
4	2	15	10	28393		Control	control_biosequence
4	4	15	10	28393		Control	control_biosequence
4	6	15	10	28393		Control	control_biosequence
4	8	15	10	28393		Control	control_biosequence
2	1	12	11	28444		Control	control_biosequence
2	3	12	11	28444		Control	control_biosequence
2	5	12	11	28444		Control	control_biosequence
2	7	12	11	28444		Control	control_biosequence
3	2	8	11	28488		Control	control_biosequence
3	4	8	11	28488		Control	control_biosequence
3	6	8	11	28488		Control	control_biosequence
3	8	8	11	28488		Control	control_biosequence
3	1	12	11	28568		Control	control_biosequence
3	3	12	11	28568		Control	control_biosequence
3	5	12	11	28568		Control	control_biosequence
3	7	12	11	28568		Control	control_biosequence
3	2	15	10	28581		Control	control_biosequence
3	4	15	10	28581		Control	control_biosequence
3	6	15	10	28581		Control	control_biosequence
3	8	15	10	28581		Control	control_biosequence
2	2	15	10	28684		Control	control_biosequence
2	4	15	10	28684		Control	control_biosequence
2	6	15	10	28684		Control	control_biosequence
2	8	15	10	28684		Control	control_biosequence
1	1	15	10	28876		Control	control_biosequence
1	3	15	10	28876		Control	control_biosequence
1	5	15	10	28876		Control	control_biosequence
1	7	15	10	28876		Control	control_biosequence
4	2	12	11	28929		Control	control_biosequence
4	4	12	11	28929		Control	control_biosequence
4	6	12	11	28929		Control	control_biosequence
4	8	12	11	28929		Control	control_biosequence
1	2	15	10	29001		Control	control_biosequence
1	4	15	10	29001		Control	control_biosequence
1	6	15	10	29001		Control	control_biosequence
1	8	15	10	29001		Control	control_biosequence
1	1	4	11	29056		Control	control_biosequence
1	3	4	11	29056		Control	control_biosequence
1	5	4	11	29056		Control	control_biosequence
1	7	4	11	29056		Control	control_biosequence
4	1	3	11	29138		Control	control_biosequence
4	3	3	11	29138		Control	control_biosequence
4	5	3	11	29138		Control	control_biosequence
4	7	3	11	29138		Control	control_biosequence
4	2	4	11	29146		Control	control_biosequence
4	4	4	11	29146		Control	control_biosequence
4	6	4	11	29146		Control	control_biosequence
4	8	4	11	29146		Control	control_biosequence
2	1	3	11	29544		Control	control_biosequence
2	3	3	11	29544		Control	control_biosequence
2	5	3	11	29544		Control	control_biosequence
2	7	3	11	29544		Control	control_biosequence
3	2	14	10	29564		Control	control_biosequence
3	4	14	10	29564		Control	control_biosequence
3	6	14	10	29564		Control	control_biosequence
3	8	14	10	29564		Control	control_biosequence
2	2	3	11	29837		Control	control_biosequence
2	4	3	11	29837		Control	control_biosequence
2	6	3	11	29837		Control	control_biosequence
2	8	3	11	29837		Control	control_biosequence
1	2	4	11	30147		Control	control_biosequence
1	4	4	11	30147		Control	control_biosequence
1	6	4	11	30147		Control	control_biosequence
1	8	4	11	30147		Control	control_biosequence
3	2	4	11	30207		Control	control_biosequence
3	4	4	11	30207		Control	control_biosequence
3	6	4	11	30207		Control	control_biosequence
3	8	4	11	30207		Control	control_biosequence
3	1	15	10	30293		Control	control_biosequence
3	3	15	10	30293		Control	control_biosequence
3	5	15	10	30293		Control	control_biosequence
3	7	15	10	30293		Control	control_biosequence
3	1	8	11	30747		Control	control_biosequence
3	3	8	11	30747		Control	control_biosequence
3	5	8	11	30747		Control	control_biosequence
3	7	8	11	30747		Control	control_biosequence
4	1	8	11	30756		Control	control_biosequence
4	3	8	11	30756		Control	control_biosequence
4	5	8	11	30756		Control	control_biosequence
4	7	8	11	30756		Control	control_biosequence
2	1	14	10	32812		Control	control_biosequence
2	3	14	10	32812		Control	control_biosequence
2	5	14	10	32812		Control	control_biosequence
2	7	14	10	32812		Control	control_biosequence
3	1	4	9	33399		Control	control_biosequence
3	3	4	9	33399		Control	control_biosequence
3	5	4	9	33399		Control	control_biosequence
3	7	4	9	33399		Control	control_biosequence
4	1	11	7	33400		Control	control_biosequence
4	3	11	7	33400		Control	control_biosequence
4	5	11	7	33400		Control	control_biosequence
4	7	11	7	33400		Control	control_biosequence
3	1	6	5	42491		Control	control_biosequence
3	3	6	5	42491		Control	control_biosequence
3	5	6	5	42491		Control	control_biosequence
3	7	6	5	42491		Control	control_biosequence
1	1	6	5	42495		Control	control_biosequence
1	3	6	5	42495		Control	control_biosequence
1	5	6	5	42495		Control	control_biosequence
1	7	6	5	42495		Control	control_biosequence
3	1	9	5	42618		Control	control_biosequence
3	3	9	5	42618		Control	control_biosequence
3	5	9	5	42618		Control	control_biosequence
3	7	9	5	42618		Control	control_biosequence
3	2	11	5	42742		Control	control_biosequence
3	4	11	5	42742		Control	control_biosequence
3	6	11	5	42742		Control	control_biosequence
3	8	11	5	42742		Control	control_biosequence
1	2	10	11	42979		Control	control_biosequence
1	4	10	11	42979		Control	control_biosequence
1	6	10	11	42979		Control	control_biosequence
1	8	10	11	42979		Control	control_biosequence
2	2	10	11	42980		Control	control_biosequence
2	4	10	11	42980		Control	control_biosequence
2	6	10	11	42980		Control	control_biosequence
2	8	10	11	42980		Control	control_biosequence
1	2	2	11	42981		Control	control_biosequence
1	4	2	11	42981		Control	control_biosequence
1	6	2	11	42981		Control	control_biosequence
